"name","dept","area","count","adjustedcount","year"
Pietro Perona,California Institute of Technology,mlmining,3.0,1.33333333333,2004
Stephen J. Wright,University of Wisconsin - Madison,mlmining,1.0,0.166666666667,2013
Christopher Ré,Stanford University,mlmining,1.0,0.166666666667,2013
Ji Liu 0002,University of Rochester,mlmining,2.0,0.5,2013
Ce Zhang,ETH Zurich,mlmining,1.0,0.166666666667,2013
Michal Feldman,Tel Aviv University,mlmining,1.0,0.2,2016
Yishay Mansour,Tel Aviv University,mlmining,1.0,0.2,2016
Aviv Zohar,Hebrew University of Jerusalem,mlmining,1.0,0.2,2016
Byron Boots,Georgia Institute of Technology,mlmining,2.0,0.75,2016
Alan H. Barr,California Institute of Technology,mlmining,1.0,0.5,1987
Scott Niekum,University of Texas at Austin,mlmining,1.0,0.25,2015
George Konidaris,Brown University,mlmining,1.0,0.25,2015
Roman Garnett,Washington University in St. Louis,mlmining,3.0,0.75,2015
Janet Wiles,University of Queensland,mlmining,1.0,0.5,1992
Nils Napp,University at Buffalo,mlmining,1.0,0.5,2013
Shai Ben-David,University of Waterloo,mlmining,1.0,0.333333333333,2010
Charles L. Isbell,Georgia Institute of Technology,mlmining,3.0,0.866666666667,2013
Rebecca Willett,University of Wisconsin - Madison,mlmining,1.0,0.333333333333,2015
Carsten Rother,TU Dresden,mlmining,1.0,0.333333333333,2006
Ameet Talwalkar,University of California - Los Angeles,mlmining,2.0,0.666666666667,2009
Michael J. Black,Max Planck Institute,mlmining,2.0,0.583333333333,2012
Xin Yuan,Florida State University,mlmining,1.0,0.142857142857,2016
Tony Jebara,Columbia University,mlmining,2.0,0.833333333333,2008
Anshumali Shrivastava,Rice University,mlmining,3.0,1.33333333333,2014
Wulfram Gerstner,EPFL,mlmining,2.0,0.666666666667,2011
John Shawe-Taylor,University College London,mlmining,1.0,0.5,1995
Linda G. Shapiro,University of Washington,mlmining,1.0,0.25,2003
Stefan Schaal,University of Southern California,mlmining,1.0,1.0,1996
Lorenzo Torresani,Dartmouth College,mlmining,1.0,0.333333333333,2003
Christoph Bregler,New York University,mlmining,1.0,0.333333333333,2003
Robert D. Nowak,University of Wisconsin - Madison,mlmining,1.0,0.25,2013
Sham Kakade,University of Washington,mlmining,2.0,1.0,2000
Eleazar Eskin,University of California - Los Angeles,mlmining,1.0,0.25,2004
Stéphane Mallat,Ecole Normale Superieure,mlmining,1.0,0.333333333333,2014
Tai Sing Lee,Carnegie Mellon University,mlmining,1.0,0.5,2003
Roger B. Grosse,University of Toronto,mlmining,3.0,1.25,2015
Ehsan Elhamifar,Northeastern University,mlmining,1.0,0.333333333333,2012
Peggy Seriès,University of Edinburgh,mlmining,1.0,0.333333333333,2011
Amos J. Storkey,University of Edinburgh,mlmining,1.0,0.333333333333,2011
Christian R. Shelton,University of California - Riverside,mlmining,2.0,0.533333333333,2006
Shie Mannor,Technion - Israel Institute of Technology,mlmining,4.0,1.5,2012
Finale Doshi-Velez,Harvard University,mlmining,3.0,1.75,2009
Jinbo Bi,University of Connecticut,mlmining,1.0,0.25,2016
Sridhar Mahadevan,University of Massachusetts Amherst,mlmining,2.0,1.0,2005
Geoffrey J. Gordon,Carnegie Mellon University,mlmining,1.0,0.333333333333,2015
Risi Kondor,University of Chicago,mlmining,1.0,0.333333333333,2013
Shie Mannor,Technion - Israel Institute of Technology,mlmining,2.0,1.0,2001
Erik B. Sudderth,University of California - Irvine,mlmining,1.0,0.25,2004
Nir Friedman,Hebrew University of Jerusalem,mlmining,2.0,1.33333333333,1997
Ronald Parr,Duke University,mlmining,2.0,0.833333333333,1997
Trevor Darrell,University of California - Berkeley,mlmining,1.0,1.0,1998
Wulfram Gerstner,EPFL,mlmining,1.0,0.5,2015
Daphne Koller,Stanford University,mlmining,3.0,1.0,2010
Qiang Liu,Dartmouth College,mlmining,2.0,0.833333333333,2012
Alexander T. Ihler,University of California - Irvine,mlmining,2.0,0.833333333333,2012
Stefano Soatto,University of California - Los Angeles,mlmining,1.0,0.333333333333,2010
Carsten Rother,TU Dresden,mlmining,1.0,0.2,2011
Greg Mori,Simon Fraser University,mlmining,2.0,0.7,2008
Hamed Pirsiavash,University of Maryland - Baltimore County,mlmining,1.0,0.333333333333,2009
Deva Ramanan,Carnegie Mellon University,mlmining,1.0,0.333333333333,2009
Charless C. Fowlkes,University of California - Irvine,mlmining,1.0,0.333333333333,2009
Daniel D. Lee,University of Pennsylvania,mlmining,1.0,0.5,1996
Terrence J. Sejnowski,University of California - San Diego,mlmining,1.0,0.333333333333,2000
Bin Yu 0001,University of California - Berkeley,mlmining,1.0,0.166666666667,2010
Mayur Naik,University of Pennsylvania,mlmining,1.0,0.166666666667,2010
Fernando Pérez-Cruz,Stevens Institute of Technology,mlmining,1.0,0.25,2015
Alexander G. Gray,Georgia Institute of Technology,mlmining,1.0,0.333333333333,2005
Sham Kakade,University of Washington,mlmining,1.0,0.5,1999
Erik G. Miller,University of Massachusetts Amherst,mlmining,1.0,0.5,2002
Joseph J. Lim,University of Southern California,mlmining,1.0,0.2,2015
Bill Freeman,Massachusetts Institute of Technology,mlmining,1.0,0.2,2015
Greg Shakhnarovich,University of Chicago,mlmining,1.0,0.333333333333,2016
Charles Lee Isbell Jr.,Georgia Institute of Technology,mlmining,1.0,0.5,1999
Judy Goldsmith,University of Kentucky,mlmining,1.0,0.5,2007
Eytan Ruppin,University of Maryland - College Park,mlmining,1.0,0.5,1990
Yehezkel Yeshurun,Tel Aviv University,mlmining,1.0,0.5,1990
Carsten Rother,TU Dresden,mlmining,1.0,0.2,2015
Pascal Poupart,University of Waterloo,mlmining,2.0,0.583333333333,2006
Kate Saenko,Boston University,mlmining,1.0,0.125,2014
Christian Darken,Naval Postgraduate School,mlmining,1.0,0.5,1991
Andrew W. Moore 0001,Carnegie Mellon University,mlmining,2.0,1.0,1994
Terrence J. Sejnowski,University of California - San Diego,mlmining,1.0,0.333333333333,1990
Takeo Kanade,Carnegie Mellon University,mlmining,1.0,0.333333333333,1995
Pascal Vincent,University of Montreal,mlmining,1.0,0.5,2002
Yoshua Bengio,University of Montreal,mlmining,1.0,0.5,2002
Michael P. Friedlander,University of British Columbia,mlmining,1.0,0.25,2016
Robert C. Williamson,Australian National University,mlmining,2.0,0.583333333333,2012
Bhaskar DasGupta,University of Illinois at Chicago,mlmining,1.0,0.5,1995
Pat Hanrahan,Stanford University,mlmining,1.0,0.25,2016
Harry Wechsler,George Mason University,mlmining,1.0,0.5,1987
Malik Magdon-Ismail,Rensselaer Polytechnic Institute,mlmining,1.0,1.0,2010
John Shawe-Taylor,University College London,mlmining,3.0,1.16666666667,1998
Satinder P. Singh,University of Michigan,mlmining,2.0,0.533333333333,2015
Vladimir Pavlovic,Rutgers University,mlmining,1.0,0.333333333333,2008
Liqing Zhang,Virginia Tech,mlmining,1.0,0.333333333333,1999
Jacob D. Abernethy,University of Michigan,mlmining,1.0,0.5,2011
Rafael M. Frongillo,University of Colorado Boulder,mlmining,1.0,0.5,2011
Vladimir Pavlovic,Rutgers University,mlmining,1.0,0.333333333333,2000
James M. Rehg,Georgia Institute of Technology,mlmining,1.0,0.333333333333,2000
Zhaoping Li,University College London,mlmining,1.0,1.0,1996
Massimiliano Pontil,University College London,mlmining,1.0,0.333333333333,2010
Xi Chen,Columbia University,mlmining,2.0,0.583333333333,2013
Svetlana Lazebnik,University of Illinois at Urbana-Champaign,mlmining,1.0,0.25,2008
Rebecca Willett,University of Wisconsin - Madison,mlmining,1.0,0.25,2008
Laurent El Ghaoui,University of California - Berkeley,mlmining,2.0,1.0,2008
Ehsan Elhamifar,Northeastern University,mlmining,1.0,0.5,2011
Eric Mjolsness,University of California - Irvine,mlmining,1.0,0.5,1995
Yaser S. Abu-Mostafa,California Institute of Technology,mlmining,1.0,1.0,1992
Emanuel Todorov,University of Washington,mlmining,1.0,1.0,2009
Antonio Torralba,Massachusetts Institute of Technology,mlmining,2.0,0.583333333333,2012
Eric Mjolsness,University of California - Irvine,mlmining,1.0,0.25,1999
Jessica D. Bayliss,Rochester Institute of Technology,mlmining,1.0,0.5,1999
Dana H. Ballard,University of Texas at Austin,mlmining,1.0,0.5,1999
Elad Hazan,Princeton University,mlmining,2.0,0.833333333333,2007
Liqing Zhang,Virginia Tech,mlmining,1.0,0.5,1998
Tuomas Sandholm,Carnegie Mellon University,mlmining,1.0,0.5,2015
Alexander Rakhlin,University of Pennsylvania,mlmining,2.0,0.666666666667,2007
Yaser S. Abu-Mostafa,California Institute of Technology,mlmining,1.0,0.333333333333,1988
Seyoung Kim,Carnegie Mellon University,mlmining,1.0,0.5,2013
Stuart J. Russell,University of California - Berkeley,mlmining,1.0,0.142857142857,2008
Abhinav Gupta,Carnegie Mellon University,mlmining,1.0,0.333333333333,2008
Jianbo Shi,University of Pennsylvania,mlmining,2.0,0.666666666667,2008
Krste Asanovic,University of California - Berkeley,mlmining,1.0,0.166666666667,1995
David Johnson,University of Kansas,mlmining,1.0,0.166666666667,1995
Venkat Chandrasekaran,California Institute of Technology,mlmining,1.0,0.333333333333,2007
Thore Graepel,University College London,mlmining,3.0,1.75,2003
John Shawe-Taylor,University College London,mlmining,3.0,1.0,2003
Joachim M. Buhmann,ETH Zurich,mlmining,2.0,0.666666666667,2013
Benjamin M. Marlin,University of Massachusetts Amherst,mlmining,2.0,0.75,2009
Mark W. Schmidt,University of British Columbia,mlmining,1.0,0.333333333333,2011
Geoffrey J. Gordon,Carnegie Mellon University,mlmining,2.0,0.583333333333,2016
Robert C. Williamson,Australian National University,mlmining,1.0,0.5,2014
Steven W. Zucker,Yale University,mlmining,1.0,0.5,2013
Xin Liu,University of California - Davis,mlmining,1.0,0.25,2015
Aaron C. Courville,University of Montreal,mlmining,1.0,0.5,2001
David Page,University of Wisconsin - Madison,mlmining,1.0,0.5,2013
Thomas Hofmann,ETH Zurich,mlmining,1.0,0.5,1993
Julie A. Shah,Massachusetts Institute of Technology,mlmining,1.0,0.333333333333,2015
Finale Doshi-Velez,Harvard University,mlmining,1.0,0.333333333333,2015
Christopher G. Atkeson,Carnegie Mellon University,mlmining,1.0,0.5,1991
Wulfram Gerstner,EPFL,mlmining,1.0,1.0,1990
Edwin V. Bonilla,UNSW,mlmining,1.0,0.333333333333,2011
Wray L. Buntine,Monash University,mlmining,1.0,0.333333333333,2011
Stuart J. Russell,University of California - Berkeley,mlmining,2.0,1.0,2000
Wen Dong,University at Buffalo,mlmining,1.0,0.333333333333,2016
Sargur N. Srihari,University at Buffalo,mlmining,1.0,0.333333333333,2016
Ameet Talwalkar,University of California - Los Angeles,mlmining,1.0,0.333333333333,2011
Michael Mozer,University of Colorado Boulder,mlmining,1.0,0.333333333333,2002
Peter L. Bartlett,University of California - Berkeley,mlmining,2.0,0.45,2013
Yevgeny Seldin,DIKU,mlmining,2.0,0.7,2013
Grace Wahba,University of Wisconsin - Madison,mlmining,1.0,0.333333333333,2011
Derek Hoiem,University of Illinois at Urbana-Champaign,mlmining,1.0,0.333333333333,2016
David A. Forsyth,University of Illinois at Urbana-Champaign,mlmining,1.0,0.333333333333,2016
Ziv Bar-Joseph,Carnegie Mellon University,mlmining,1.0,0.5,2011
Amos J. Storkey,University of Edinburgh,mlmining,3.0,1.16666666667,2006
Thorsten Joachims,Cornell University,mlmining,2.0,1.5,2003
Padhraic Smyth,University of California - Irvine,mlmining,2.0,0.75,2007
Jesse Hoey,University of Waterloo,mlmining,1.0,0.333333333333,2000
Jason Eisner,Johns Hopkins University,mlmining,2.0,0.583333333333,2012
Vittorio Ferrari,University of Edinburgh,mlmining,1.0,0.25,2012
Mehryar Mohri,New York University,mlmining,1.0,0.5,2006
Thomas G. Dietterich,Oregon State University,mlmining,1.0,0.5,1991
Hava T. Siegelmann,University of Massachusetts Amherst,mlmining,1.0,0.5,2001
J. Eliot B. Moss,University of Massachusetts Amherst,mlmining,1.0,0.5,1998
Gregory Shakhnarovich,University of Chicago,mlmining,1.0,0.5,2002
Shai Shalev-Shwartz,Hebrew University of Jerusalem,mlmining,2.0,0.666666666667,2004
Michael J. Black,Max Planck Institute,mlmining,1.0,0.2,2001
John D. Lafferty,University of Chicago,mlmining,1.0,0.5,2015
Joachim M. Buhmann,ETH Zurich,mlmining,1.0,0.125,2004
Peter Widmayer,ETH Zurich,mlmining,1.0,0.125,2004
Laurent Itti,University of Southern California,mlmining,1.0,0.5,2013
Davi Geiger,New York University,mlmining,1.0,0.5,1989
Aaron C. Courville,University of Montreal,mlmining,3.0,0.533333333333,2016
Antonio Torralba,Massachusetts Institute of Technology,mlmining,3.0,0.916666666667,2011
Lawrence K. Saul,University of California - San Diego,mlmining,1.0,0.5,1997
Pranjal Awasthi,Rutgers University,mlmining,2.0,0.583333333333,2014
Aravindan Vijayaraghavan,Northwestern University,mlmining,1.0,0.25,2014
Erik G. Miller,University of Massachusetts Amherst,mlmining,1.0,0.333333333333,2001
Christopher Raphael,Indiana University,mlmining,1.0,1.0,2001
Jacob Whitehill,Worcester Polytechnic Institute,mlmining,1.0,0.2,2009
J. Michael Herrmann,University of Edinburgh,mlmining,1.0,0.333333333333,2005
Seyoung Kim,Carnegie Mellon University,mlmining,1.0,0.5,2006
Serge J. Belongie,Cornell University,mlmining,1.0,0.25,2010
Pradeep Ravikumar,Carnegie Mellon University,mlmining,1.0,0.25,2010
Manfred K. Warmuth,University of California - Santa Cruz,mlmining,2.0,0.75,1996
Michael J. Black,Max Planck Institute,mlmining,1.0,0.2,2009
David Hsu,National University of Singapore,mlmining,1.0,0.333333333333,2001
Marc Niethammer,University of North Carolina,mlmining,1.0,0.2,2015
Guido Sanguinetti,University of Edinburgh,mlmining,1.0,0.333333333333,2010
Pierre Baldi,University of California - Irvine,mlmining,1.0,0.333333333333,2012
Yixin Chen,Washington University in St. Louis,mlmining,1.0,0.333333333333,2005
Richard S. Sutton,University of Alberta,mlmining,1.0,0.5,2004
Trevor Darrell,University of California - Berkeley,mlmining,3.0,0.866666666667,2013
Henry A. Kautz,University of Rochester,mlmining,1.0,0.333333333333,2012
Daniel Stefankovic,University of Rochester,mlmining,1.0,0.333333333333,2012
Henry A. Kautz,University of Rochester,mlmining,1.0,0.333333333333,2015
Benjamin Recht,University of California - Berkeley,mlmining,2.0,0.366666666667,2015
Kannan Ramchandran,University of California - Berkeley,mlmining,2.0,0.666666666667,2015
Martin J. Wainwright,University of California - Berkeley,mlmining,1.0,0.5,1999
Chiranjib Bhattacharyya,IISc Bangalore,mlmining,2.0,0.5,2010
Christopher D. Manning,Stanford University,mlmining,1.0,0.2,2012
Andrew McCallum,University of Massachusetts Amherst,mlmining,2.0,0.7,2011
Shai Ben-David,University of Waterloo,mlmining,1.0,0.333333333333,2016
Michael J. Black,Max Planck Institute,mlmining,1.0,0.333333333333,2010
Ronald Parr,Duke University,mlmining,2.0,0.833333333333,2001
Dieter Fox,University of Washington,mlmining,1.0,0.333333333333,2010
Joel A. Tropp,California Institute of Technology,mlmining,1.0,0.25,2014
Frank Dellaert,Georgia Institute of Technology,mlmining,1.0,0.25,2000
Steven M. Seitz,University of Washington,mlmining,1.0,0.25,2000
Davi Geiger,New York University,mlmining,1.0,0.5,1993
Joseph Keshet,Bar-Ilan University,mlmining,1.0,0.25,2013
Roderic A. Grupen,University of Massachusetts Amherst,mlmining,1.0,0.333333333333,1995
Alexander G. Gray,Georgia Institute of Technology,mlmining,1.0,0.333333333333,2007
Charles Lee Isbell Jr.,Georgia Institute of Technology,mlmining,1.0,0.333333333333,2007
Yair Weiss,Hebrew University of Jerusalem,mlmining,1.0,0.333333333333,2000
Michael Brudno,University of Toronto,mlmining,1.0,0.166666666667,2008
Mark Craven,University of Wisconsin - Madison,mlmining,2.0,1.0,1995
Ashutosh Saxena,Cornell University,mlmining,1.0,0.25,2010
Alexandra Meliou,University of Massachusetts Amherst,mlmining,1.0,0.25,2010
Dan Suciu,University of Washington,mlmining,1.0,0.25,2010
Stephen Gould,Australian National University,mlmining,1.0,0.333333333333,2009
Avrim Blum,Carnegie Mellon University,mlmining,1.0,0.5,1988
Ronald L. Rivest,Massachusetts Institute of Technology,mlmining,1.0,0.5,1988
Kristen Grauman,University of Texas at Austin,mlmining,1.0,0.333333333333,2012
Maria-Florina Balcan,Carnegie Mellon University,mlmining,2.0,0.833333333333,2016
Tuomas Sandholm,Carnegie Mellon University,mlmining,1.0,0.333333333333,2016
Csaba Szepesvári,University of Alberta,mlmining,4.0,1.83333333333,2012
Pascal Fua,EPFL,mlmining,1.0,0.25,2015
Roland Memisevic,University of Montreal,mlmining,1.0,0.25,2010
Marc Pollefeys,ETH Zurich,mlmining,1.0,0.25,2010
Koby Crammer,Technion - Israel Institute of Technology,mlmining,3.0,1.33333333333,2010
David Sontag,New York University,mlmining,1.0,0.333333333333,2008
Amir Globerson,Tel Aviv University,mlmining,1.0,0.333333333333,2008
Tommi S. Jaakkola,Massachusetts Institute of Technology,mlmining,1.0,0.333333333333,2008
Liqing Zhang,Virginia Tech,mlmining,1.0,0.142857142857,2011
Rong Ge 0001,Duke University,mlmining,4.0,1.23333333333,2016
Jason D. Hartline,Northwestern University,mlmining,1.0,0.333333333333,2015
Éva Tardos,Cornell University,mlmining,1.0,0.333333333333,2015
Yaser S. Abu-Mostafa,California Institute of Technology,mlmining,1.0,0.5,1996
Sham Kakade,University of Washington,mlmining,2.0,0.5,2010
He Wang,Purdue University,mlmining,1.0,0.25,2016
Alfred O. Hero III,University of Michigan,mlmining,1.0,0.5,2005
Peter Stone,University of Texas at Austin,mlmining,1.0,0.5,1995
Manuela M. Veloso,Carnegie Mellon University,mlmining,1.0,0.5,1995
Jeremy H. Holleman,University of Tennessee,mlmining,1.0,0.333333333333,1997
Christoph Bregler,New York University,mlmining,1.0,0.333333333333,2006
Mehryar Mohri,New York University,mlmining,2.0,0.833333333333,2007
Leonidas J. Guibas,Stanford University,mlmining,1.0,0.5,2013
Ambedkar Dukkipati,IISc Bangalore,mlmining,2.0,1.0,2014
Pierre Baldi,University of California - Irvine,mlmining,1.0,0.2,2007
Greg Mori,Simon Fraser University,mlmining,1.0,0.25,2012
Tommi S. Jaakkola,Massachusetts Institute of Technology,mlmining,1.0,0.5,1996
Pierre Baldi,University of California - Irvine,mlmining,1.0,0.25,1992
Daniel D. Lee,University of Pennsylvania,mlmining,2.0,1.0,2008
Pedro M. Domingos,University of Washington,mlmining,2.0,1.0,2014
Phil Blunsom,University of Oxford,mlmining,1.0,0.333333333333,2008
Trevor Cohn,University of Melbourne,mlmining,1.0,0.333333333333,2008
Joachim M. Buhmann,ETH Zurich,mlmining,1.0,0.333333333333,1998
