name,orcid
Raymond J. Mooney,0000-0000-0000-0000
Raymond K. Wong,0000-0000-0000-0000
Raymond K. Wong 0001,0000-0000-0000-0000
Raymond Knopp,0000-0000-0000-0000
Raymond Kwok-Kay Wong,0000-0000-0000-0000
Raymond Laflamme,0000-0000-0000-0000
Raymond S. K. Kwan,0000-0000-0000-0000
Raymond Spiteri,0000-0000-0000-0000
Raymond T. Ng,0000-0000-0000-0000
Raymund C. Sison,0000-0000-0000-0000
Raymund Sison,0000-0000-0000-0000
Rayna Dimitrova,0009-0006-2494-8690
Raza Abidi,0000-0000-0000-0000
Razieh Rahimi,0000-0000-0000-0000
Razvan C. Bunescu,0000-0003-2919-3566
Razvan V. Marinescu,0000-0000-0000-0000
Raúl García-Patrón,0000-0000-0000-0000
Raúl Rojas 0001,0000-0000-0000-0000
Rebecca A. Hutchinson,0000-0000-0000-0000
Rebecca C. Steorts,0000-0000-0000-0000
Rebecca E. Grinter,0000-0002-1957-4130
Rebecca E. Morrison,0000-0000-0000-0000
Rebecca Fiebrink,0000-0002-7609-2234
Rebecca Hwa,0000-0003-1158-7014
Rebecca J. Passonneau,0000-0001-8626-811X
Rebecca M. Willett,0000-0000-0000-0000
Rebecca M. Williams,0000-0000-0000-0000
Rebecca Reiffenhäuser,0000-0002-0959-2589
Rebecca Schulman,0000-0000-0000-0000
Rebecca Willett,0000-0000-0000-0000
Rebekah Overdorf,0000-0003-3462-9539
Rebekah Tromble,0000-0003-3875-2729
Rebekka Burkholz,0000-0000-0000-0000
Red Whittaker,0000-0000-0000-0000
Reda A. Ammar,0000-0000-0000-0000
Reda Alhajj,0000-0000-0000-0000
Reda Ammar,0000-0000-0000-0000
Redha Gouicem,0000-0003-4619-5221
Reem Qadan Al Fayez,0000-0000-0000-0000
Reena Kasana,0000-0000-0000-0000
Reetu Das,0000-0000-0000-0000
Reetuparna Das,0000-0002-5894-8342
Reeva Lederman,0000-0003-4005-329X
Reeva M. Lederman,0000-0000-0000-0000
Refik Molva,0000-0001-5947-5850
Regan L. Mandryk,0000-0003-0772-6616
Regina Barzilay,0000-0000-0000-0000
Regina Berretta,0000-0000-0000-0000
Regina Hebig,0000-0002-1459-2081
Regina N. Hebig,0000-0000-0000-0000
Reginald L. Lagendijk,0000-0000-0000-0000
Regis Kopper,0000-0003-2081-7061
Rehab Duwairi,0000-0000-0000-0000
Rehab M. Duwairi,0000-0000-0000-0000
Reheem Beyah,0000-0000-0000-0000
Reid Holmes,0000-0003-4213-494X
Reihaneh Rabbany,0000-0003-2348-0353
Reihaneh Rabbany Khorasgani,0000-0000-0000-0000
Reihaneh Safavi-Naini,0000-0000-0000-0000
Reiji Suda,0000-0000-0000-0000
Reimo Palm,0000-0000-0000-0000
Reinder J. Bril,0000-0001-6234-5117
Reiner Hähnle,0000-0001-8000-7613
Reiner Kolla,0000-0000-0000-0000
Reinhard German,0000-0000-0000-0000
Reinhard Gotzhein,0000-0000-0000-0000
Reinhard Heckel,0000-0002-2874-2984
Reinhard Kahle,0000-0000-0000-0000
Reinhard Klein,0000-0002-5505-9347
Reinhard Koch,0000-0003-4398-1569
Reinhard Pichler,0000-0002-1760-122X
Reinhard Wilhelm,0000-0000-0000-0000
Reinhard von Hanxleden,0000-0001-5691-1215
Reinhold Haux,0000-0000-0000-0000
Reinhold Plösch,0000-0000-0000-0000
Reinhold Scherer,0000-0003-3407-9709
Reis Burak Arslan,0000-0000-0000-0000
Rem W. Collier,0000-0003-0319-0797
Remco C. Veltkamp,0000-0000-0000-0000
Remco Chang,0000-0002-6484-6430
Remi A. Chou,0000-0000-0000-0000
Remo Pareschi,0000-0002-4912-582X
Remo Rohs,0000-0003-1752-1884
Remzi H. Arpaci,0000-0000-0000-0000
Remzi H. Arpaci-Dusseau,0000-0001-9965-7704
Ren Ng,0009-0007-2207-021X
Ren-Song Tsay,0000-0002-8997-0219
Renan G. Cattelan,0000-0001-9993-8469
Renan Maffei,0000-0003-0637-9747
Renan de Queiroz Maffei,0000-0000-0000-0000
Renata Borovica,0000-0003-3503-4123
Renata Dividino,0000-0000-0000-0000
Renata G. Raidou,0000-0003-2468-0664
Renata Galante,0000-0000-0000-0000
Renata Georgia Raidou,0000-0003-2468-0664
Renata M. C. R. Souza,0000-0000-0000-0000
Renata M. C. R. de Souza,0000-0000-0000-0000
Renata Maria Cardoso R. de Souza,0000-0000-0000-0000
Renata Maria Cardoso Rodrigues De Souza,0000-0000-0000-0000
Renata Medeiros de Carvalho,0000-0000-0000-0000
Renata P. M. Fortes,0000-0000-0000-0000
Renata Pontin de Mattos Fortes,0000-0000-0000-0000
Renata Queiroz Dividino,0000-0000-0000-0000
Renata Souza 0002,0000-0000-0000-0000
Renata Vieira,0000-0000-0000-0000
Renata Wassermann,0000-0001-8065-1433
Renata de Matos Galante,0000-0000-0000-0000
Renate A. Schmidt,0000-0000-0000-0000
Renate Motschnig,0000-0000-0000-0000
Renate Motschnig-Pitrik,0000-0000-0000-0000
Renate Scheidler,0000-0001-7164-8769
Renato A. C. Ferreira,0000-0000-0000-0000
Renato Antônio Celso Ferreira,0000-0000-0000-0000
Renato Assunção,0000-0001-7442-9166
Renato B. Pajarola,0000-0000-0000-0000
Renato C. Ferreira,0000-0000-0000-0000
Renato Cordeiro de Amorim,0000-0000-0000-0000
Renato Ferreira 0001,0000-0000-0000-0000
Renato J. O. Figueiredo,0000-0001-9841-6060
Renato José Da Silva Carmo,0000-0000-0000-0000
Renato M. Assunção,0000-0000-0000-0000
Renato Mancuso 0001,0000-0003-3558-5216
Renato Mariz de Moraes,0000-0000-0000-0000
Renato Martins Assunção,0000-0000-0000-0000
Renato P. Ribas,0000-0002-9895-7489
Renato Pajarola,0000-0002-6724-526X
Renato Perez Ribas,0000-0000-0000-0000
Renchao Xie,0000-0000-0000-0000
Renchi Yang,0000-0002-7284-3096
Rene Mayrhofer,0000-0003-1566-4646
Rene Thiemann,0000-0000-0000-0000
Renee C. Bryce,0000-0000-0000-0000
Renee Elio,0000-0000-0000-0000
Renfa Li,0000-0003-4573-7375
Renjie Wan,0000-0002-0161-0367
Renjie Zhao,0000-0000-0000-0000
Rens Bod,0000-0000-0000-0000
Renu M. Rameshan,0000-0000-0000-0000
Renu Rameshan,0000-0000-0000-0000
Renwei Dian,0000-0001-9197-6292
Renzhe Xu,0000-0001-8418-0034
René Just,0000-0002-5982-275X
René Mayrhofer,0000-0003-1566-4646
René Rydhof Hansen,0000-0002-5688-6432
René Serral-Gracià,0000-0000-0000-0000
René Vidal,0000-0003-1838-0761
René Witte,0000-0000-0000-0000
Renée Elio,0000-0000-0000-0000
Renée J. Miller,0000-0002-1484-4787
Rephael Wenger,0000-0000-0000-0000
Reshef Meir,0000-0000-0000-0000
Reshma Khemchandani,0000-0000-0000-0000
Reshma Rastogi,0000-0000-0000-0000
Reto Achermann,0000-0003-3263-7236
Reuben Binns,0000-0002-8272-5667
Reuben Kirkham,0000-0002-1902-549X
Reuben N. S. Rowe,0000-0002-4271-9078
Reuben Rowe,0000-0002-4271-9078
Reut Tsarfaty,0000-0000-0000-0000
Reuth Mirsky,0000-0000-0000-0000
Reuven Bar-Yehuda,0000-0000-0000-0000
Reuven Cohen,0000-0000-0000-0000
Reyer Zwiggelaar,0000-0000-0000-0000
Reyhan Aydogan,0000-0000-0000-0000
Reyhaneh Jabbarvand,0000-0002-0668-8526
Reyhaneh Jabbarvand Behrouz,0000-0000-0000-0000
Reynold Bailey,0000-0001-8964-9663
Reynold C. K. Cheng,0000-0002-9480-9809
Reynold Cheng,0000-0002-9480-9809
Reynold J. Bailey,0000-0001-8964-9663
Reza Ahmadi,0000-0000-0000-0000
Reza Azarderakhsh,0000-0002-6921-6868
Reza Berangi,0000-0000-0000-0000
Reza Curtmola,0000-0000-0000-0000
Reza Derakhshani,0000-0000-0000-0000
Reza Entezari-Maleki,0000-0000-0000-0000
Reza Haffari,0000-0000-0000-0000
Reza Malekian,0000-0000-0000-0000
Reza Rahaeimehr,0000-0000-0000-0000
Reza Rejaie,0000-0002-9654-1316
Reza Samavi,0000-0001-6768-0168
Reza Shokri,0000-0001-9816-0173
Reza Tourani,0000-0000-0000-0000
Reza Zafarani,0000-0000-0000-0000
Rezaul Alam Chowdhury,0000-0000-0000-0000
Rezaul Chowdhury,0000-0002-7022-5278
Rezaul Hasan,0000-0000-0000-0000
RhongHo Jang,0000-0002-3417-6851
Rhongho Jang,0000-0002-3417-6851
Rhys Tague,0000-0000-0000-0000
Riad Jabri,0000-0000-0000-0000
Riad S. Wahby,0000-0002-0224-1989
Riad Wahby,0000-0000-0000-0000
Riadul Islam,0000-0000-0000-0000
Riaz Ahmed Shaikh,0000-0000-0000-0000
Ribana Roscher,0000-0000-0000-0000
Ricardo A. L. Reis,0000-0000-0000-0000
Ricardo Augusto da Luz Reis,0000-0000-0000-0000
Ricardo B. C. Prudêncio,0000-0000-0000-0000
Ricardo Bastos Cavalcante Prudêncio,0000-0000-0000-0000
Ricardo C. Farias,0000-0000-0000-0000
Ricardo Chaves,0000-0002-4450-3983
Ricardo Dahab,0000-0000-0000-0000
Ricardo Fernández-Pascual,0000-0002-2337-4369
Ricardo Ferreira 0001,0000-0000-0000-0000
Ricardo G. Sanfelice,0000-0002-6671-5362
Ricardo Gonçalves 0001,0000-0003-4289-7197
Ricardo Guerra Marroquim,0000-0000-0000-0000
Ricardo Gutierrez-Osuna,0000-0000-0000-0000
Ricardo J. F. Lopes Pereira,0000-0000-0000-0000
Ricardo J. G. B. Campello,0000-0000-0000-0000
Ricardo José Gabrielli Barreto Campello,0000-0000-0000-0000
Ricardo L. de Queiroz,0000-0000-0000-0000
Ricardo Lima 0001,0000-0000-0000-0000
Ricardo M. A. Silva,0000-0000-0000-0000
Ricardo M. F. Lima,0000-0000-0000-0000
Ricardo Marroquim,0000-0001-8299-7067
Ricardo Martins 0001,0000-0000-0000-0000
Ricardo Martins Abreu e Silva,0000-0000-0000-0000
Ricardo Martins de Abreu Silva,0000-0000-0000-0000
Ricardo Massa 0001,0000-0000-0000-0000
Ricardo Massa Ferreira Lima,0000-0000-0000-0000
Ricardo N. Rodrigues,0000-0000-0000-0000
Ricardo P. Jacobi,0000-0002-4520-7641
Ricardo Pezzuol Jacobi,0000-0000-0000-0000
Ricardo Reis 0001,0000-0001-5781-5858
Ricardo Rodriguez,0000-0000-0000-0000
Ricardo S. Ferreira,0000-0000-0000-0000
Ricardo Santos 0002,0000-0000-0000-0000
Ricardo Santos Ferreira,0000-0000-0000-0000
Ricardo Vilalta,0000-0000-0000-0000
Ricardo da Silva Torres,0000-0001-9772-263X
Ricardo dos Santos Ferreira,0000-0000-0000-0000
Ricarose Roque,0000-0003-3100-2466
Riccardo Bettati,0000-0000-0000-0000
Riccardo Di Clemente,0000-0000-0000-0000
Riccardo Distasi,0000-0000-0000-0000
Riccardo Guidotti,0000-0002-2827-7613
Riccardo Lancellotti,0000-0002-9470-8784
Riccardo Lazzeretti,0000-0000-0000-0000
Riccardo Paccagnella,0000-0002-9552-8216
Riccardo Poli,0000-0000-0000-0000
Riccardo Rosati 0001,0000-0002-7697-4958
Riccardo Scandariato,0000-0000-0000-0000
Riccardo Zecchina,0000-0002-1221-5207
Rich Gazan,0000-0003-0741-9050
Rich Vuduc,0000-0000-0000-0000
Rich Wolski,0000-0000-0000-0000
Richa Singh 0001,0000-0003-4060-4573
Richard A. Bonneau,0000-0000-0000-0000
Richard A. DeMillo,0000-0000-0000-0000
Richard A. Kemmerer,0000-0000-0000-0000
Richard A. O'Keefe,0000-0000-0000-0000
Richard A. Watson,0000-0000-0000-0000
Richard Alterman,0000-0000-0000-0000
Richard Anderson 0001,0000-0002-7283-7219
Richard B. Borie,0000-0000-0000-0000
Richard B. Brown,0000-0000-0000-0000
Richard Banach,0000-0000-0000-0000
Richard Bartle,0000-0000-0000-0000
Richard Beigel,0000-0000-0000-0000
Richard Berntsson Svensson,0000-0000-0000-0000
Richard Bonneau,0000-0000-0000-0000
Richard Booth 0001,0000-0000-0000-0000
Richard Bowden,0000-0003-3285-8020
Richard Brown,0000-0000-0000-0000
Richard Buckland,0000-0000-0000-0000
Richard C. Wilson 0001,0000-0000-0000-0000
Richard Chang 0001,0000-0000-0000-0000
Richard Chapman,0000-0000-0000-0000
Richard Cleve,0000-0000-0000-0000
Richard Cole 0001,0000-0002-5885-0222
Richard D. Green,0000-0000-0000-0000
Richard D. Lange,0000-0000-0000-0000
Richard David Evans,0000-0000-0000-0000
Richard DeFrancisco,0000-0000-0000-0000
Richard E. Jones,0000-0002-8159-0297
Richard E. Korf,0000-0000-0000-0000
Richard E. Ladner,0000-0001-9413-6774
Richard E. Newman,0000-0000-0000-0000
Richard E. Newman-Wolfe,0000-0000-0000-0000
Richard E. Turner,0000-0000-0000-0000
Richard Egli,0000-0000-0000-0000
Richard F. Paige,0000-0000-0000-0000
Richard F. Riesenfeld,0000-0000-0000-0000
Richard Fujimoto,0000-0000-0000-0000
Richard Furuta,0000-0000-0000-0000
Richard G. Baraniuk,0000-0000-0000-0000
Richard Gault,0000-0000-0000-0000
Richard H. Clayton,0000-0000-0000-0000
Richard H. Lathrop,0000-0000-0000-0000
Richard H. R. Harper,0000-0001-8838-2012
Richard Han 0001,0000-0002-2161-8622
Richard Harper 0001,0000-0001-8838-2012
Richard Haverkamp,0000-0000-0000-0000
Richard Hughey,0000-0000-0000-0000
Richard J. Anderson 0001,0000-0000-0000-0000
Richard J. Cole,0000-0000-0000-0000
Richard J. Duro,0000-0002-6807-524X
Richard J. Duro Fernandez,0000-0000-0000-0000
Richard J. Enbody,0000-0000-0000-0000
Richard J. Samworth,0000-0000-0000-0000
Richard J. Trefler,0000-0000-0000-0000
Richard Jensen,0000-0000-0000-0000
Richard Johansson,0000-0000-0000-0000
Richard Khoury,0000-0000-0000-0000
Richard Lenz,0000-0000-0000-0000
Richard M. Everson,0000-0000-0000-0000
Richard M. Fujimoto,0000-0000-0000-0000
Richard M. Jiang 0001,0000-0000-0000-0000
Richard M. Karp,0000-0000-0000-0000
Richard M. Mortier,0000-0000-0000-0000
Richard M. Murray,0000-0002-5785-7481
Richard M. Stern,0000-0000-0000-0000
Richard Mann,0000-0000-0000-0000
Richard Marciano,0000-0002-6813-5046
Richard Mayr,0009-0003-2164-9933
Richard McCreadie,0000-0002-2751-2087
Richard Mortier,0000-0001-5205-5992
Richard N. Taylor,0000-0000-0000-0000
Richard N. Thomas,0000-0000-0000-0000
Richard Nelson,0000-0000-0000-0000
Richard O. Sinnott,0000-0000-0000-0000
Richard P. Martin,0000-0000-0000-0000
Richard P. Wildes,0000-0003-3433-1329
Richard Peng,0000-0002-5407-7965
Richard Rasala,0000-0000-0000-0000
Richard Ryan Williams,0000-0003-2326-2233
Richard S. Bird,0000-0000-0000-0000
Richard S. Sutton,0000-0000-0000-0000
Richard S. Zemel,0000-0001-9353-7509
Richard Souvenir,0000-0000-0000-0000
Richard Squier,0000-0000-0000-0000
Richard T. B. Ma,0000-0002-9883-5844
Richard T. Snodgrass,0000-0000-0000-0000
Richard T. Vaughan,0000-0000-0000-0000
Richard Taylor 0001,0000-0000-0000-0000
Richard Torkar,0000-0002-0118-8143
Richard Veras,0000-0000-0000-0000
Richard W. Vuduc,0000-0003-2178-138X
Richard Watson,0000-0000-0000-0000
Richard West,0000-0001-5100-0666
Richard Wildes,0000-0000-0000-0000
Richard Wolski,0000-0000-0000-0000
Richard Zanibbi,0000-0001-5921-9750
Richard Zhang 0002,0000-0000-0000-0000
Richong Zhang,0000-0002-1207-0300
Richárd Farkas,0000-0000-0000-0000
Rick Alterman,0000-0000-0000-0000
Rick Kazman,0000-0000-0000-0000
Rick L. Stevens,0000-0000-0000-0000
Rick Rabiser,0000-0003-3862-1112
Rick Stevens,0000-0000-0000-0000
Rick Wildes,0000-0000-0000-0000
Rickard Ewetz,0000-0002-4183-6926
Rico Moeckel,0000-0001-5497-3754
Rico Möckel,0000-0000-0000-0000
Rico Sennrich,0000-0002-1438-4741
Rida A. Bazzi,0000-0003-1872-1634
Rida Laraki,0000-0000-0000-0000
Ridha Khedri,0000-0000-0000-0000
Rie Yamaguchi,0000-0000-0000-0000
Rifat Shahriyar,0000-0000-0000-0000
Rihan Hai,0000-0000-0000-0000
Rijurekha Sen,0000-0002-2465-3650
Rik Sarkar,0000-0000-0000-0000
Rika Antonova,0000-0000-0000-0000
Rikke Bjerg Jensen,0000-0001-6546-6723
Rikky Muller,0000-0000-0000-0000
Riko Jacob,0000-0001-9470-1809
Rina Dechter,0000-0000-0000-0000
Rina R. Wehbe,0000-0003-3677-5185
Rineke Verbrugge,0000-0000-0000-0000
Rini van Solingen,0000-0000-0000-0000
Rinku Dewri,0000-0000-0000-0000
Rinku Shah,0000-0000-0000-0000
Rio Yokota,0000-0001-7573-7873
Ripon Patgiri,0000-0000-0000-0000
Risat Mahmud Pathan,0000-0000-0000-0000
Risat Pathan,0000-0000-0000-0000
Rishab Goyal,0000-0000-0000-0000
Rishab Nithyanand,0000-0000-0000-0000
Rishabh K. Iyer,0000-0001-9851-463X
Rishabh R. Iyer,0009-0008-5599-8636
Rishi Ranjan Singh,0000-0000-0000-0000
Rishiraj Bhattacharyya,0000-0002-0407-7780
Risi Kondor,0000-0000-0000-0000
Risto Miikkulainen,0000-0000-0000-0000
Rita Borgo,0000-0003-2875-6793
Rita Cucchiara,0000-0002-2239-283X
Rita Francese,0000-0000-0000-0000
Rita Maria da Silva Julia,0000-0000-0000-0000
Rita Orji,0000-0001-6152-8034
Ritambhara Singh,0000-0002-7523-160X
Rittika Shamsuddin,0000-0002-5848-8630
Ritu Chaturvedi,0000-0000-0000-0000
Rivalino Matias,0000-0000-0000-0000
Rivalino Matias Jr.,0000-0000-0000-0000
Rivalino Matias Júnior,0000-0000-0000-0000
Rivka Levitan,0000-0000-0000-0000
Riyadh Baghdadi,0000-0002-9350-3998
Riza Batista-Navarro,0000-0001-6693-7531
Riza Theresa Batista-Navarro,0000-0000-0000-0000
Rizka Purwanto,0000-0000-0000-0000
Rizka Widyarini Purwanto,0000-0000-0000-0000
Rizos Sakellariou,0000-0002-6104-6649
Rob A. Rutenbar,0009-0006-6193-0537
Rob Alexander,0000-0000-0000-0000
Rob D. van der Mei,0000-0000-0000-0000
Rob H. Bemthuis,0000-0000-0000-0000
Rob J. van Glabbeek,0000-0000-0000-0000
Rob Knight 0001,0000-0002-0975-9019
Rob Kremer,0000-0000-0000-0000
Rob Lindeman 0001,0000-0000-0000-0000
Rob Miller 0001,0000-0000-0000-0000
Rob Patro,0000-0001-8463-1675
Rob Procter,0000-0001-8059-5224
Rob Simmonds,0000-0000-0000-0000
Rob Smith,0000-0000-0000-0000
Rob Voigt,0000-0000-0000-0000
Rob van Nieuwpoort,0000-0002-2947-9444
Rob van der Goot,0000-0000-0000-0000
Rob van der Mei,0000-0000-0000-0000
Robbert Krebbers,0000-0002-1185-5237
Robbert van Renesse,0000-0000-0000-0000
Robby,0000-0000-0000-0000
Robby Bruce Findler,0000-0000-0000-0000
Robby van Delden,0000-0002-6592-1199
Robert A. van Engelen,0000-0000-0000-0000
Robert A. van de Geijn,0009-0004-6434-8492
Robert Akl,0000-0000-0000-0000
Robert Alexander,0000-0000-0000-0000
Robert Allison,0000-0000-0000-0000
Robert Amor,0000-0000-0000-0000
Robert Atkey,0000-0002-4414-5047
Robert B. Fisher,0000-0000-0000-0000
Robert B. Heckendorn,0000-0000-0000-0000
Robert B. Schnabel,0000-0000-0000-0000
Robert B. Stevenson,0000-0000-0000-0000
Robert Babuska,0000-0001-9578-8598
Robert Basmadjian,0000-0000-0000-0000
Robert Beiko,0000-0000-0000-0000
Robert Bergevin,0000-0002-1115-7471
Robert Best,0000-0000-0000-0000
Robert Beverly,0000-0002-5005-7350
Robert Biddle,0000-0001-5971-2705
Robert Bredereck,0000-0002-6303-6276
Robert Bruce Findler,0000-0002-4245-2000
Robert C. Berwick,0000-0000-0000-0000
Robert C. Holte,0000-0000-0000-0000
Robert C. Miller,0000-0002-0442-691X
Robert C. Williamson,0000-0000-0000-0000
Robert Cartwright,0000-0000-0000-0000
Robert Craig Holte,0000-0000-0000-0000
Robert D. Cameron,0000-0000-0000-0000
Robert D. Gregg,0000-0002-0729-2857
Robert D. Gregg IV,0000-0000-0000-0000
Robert D. Kent,0000-0000-0000-0000
Robert D. Kleinberg,0000-0002-8306-3407
Robert D. Macredie,0000-0000-0000-0000
Robert D. Montoya,0000-0000-0000-0000
Robert D. Mullins,0000-0002-8393-2748
Robert D. Nowak,0000-0000-0000-0000
Robert D. Rodman,0000-0000-0000-0000
Robert D. Stevens,0000-0000-0000-0000
Robert D. Tennent,0000-0000-0000-0000
Robert D. van der Mei,0000-0000-0000-0000
Robert Dabrowski,0000-0000-0000-0000
Robert Duncan Macredie,0000-0000-0000-0000
Robert Dyer,0000-0000-0000-0000
Robert Dyer 0001,0000-0001-9571-5567
Robert E. Bodenheimer,0000-0000-0000-0000
Robert E. Fields,0000-0000-0000-0000
Robert E. Hiromoto,0000-0000-0000-0000
Robert E. Kinicki,0000-0000-0000-0000
Robert E. Kraut,0000-0002-8554-2137
Robert E. Mahony,0000-0002-7803-2868
Robert E. Mercer,0000-0000-0000-0000
Robert E. Tarjan,0000-0000-0000-0000
Robert E. Webber,0000-0000-0000-0000
Robert Elsässer,0000-0002-5766-8103
Robert Endre Tarjan,0000-0000-0000-0000
Robert F. Kelly,0000-0000-0000-0000
Robert F. Murphy,0000-0003-0358-901X
Robert Feldt,0000-0002-5179-4205
Robert Fergus,0000-0000-0000-0000
Robert G. Crawford,0000-0000-0000-0000
Robert G. Maunder,0000-0000-0000-0000
Robert G. Merkel,0000-0002-0658-9800
Robert G. Olsen,0000-0000-0000-0000
Robert G. Reynolds,0000-0000-0000-0000
Robert G. Trenary,0000-0000-0000-0000
Robert Ganian,0000-0002-7762-8045
Robert Geist,0000-0000-0000-0000
Robert Gene Reynolds,0000-0000-0000-0000
Robert George Mercas,0000-0000-0000-0000
Robert Glück,0000-0000-0000-0000
Robert Granger,0000-0002-7731-0758
Robert H. Deng,0000-0003-3491-8146
Robert H. Sloan,0000-0001-9517-3139
Robert Harle,0000-0000-0000-0000
Robert Harper 0001,0000-0002-9400-2941
Robert Hirschfeld,0000-0002-4249-6003
Robert Hoehndorf,0000-0001-8149-5890
Robert Holte,0000-0000-0000-0000
Robert Huijie Deng,0000-0000-0000-0000
Robert I. Davis 0001,0000-0000-0000-0000
Robert I. Soare,0000-0000-0000-0000
Robert Ian Davis,0000-0002-5772-0928
Robert Irving Soare,0000-0000-0000-0000
Robert J. Brunner,0000-0000-0000-0000
Robert J. Fornaro,0000-0000-0000-0000
Robert J. Full,0000-0000-0000-0000
Robert J. Gaizauskas,0000-0002-3356-5126
Robert J. Hammell,0000-0000-0000-0000
Robert J. Hammell II,0000-0000-0000-0000
Robert J. Hendley,0000-0000-0000-0000
Robert J. Hilderman,0000-0000-0000-0000
Robert J. K. Jacob,0000-0002-5983-7388
Robert J. Renka,0000-0000-0000-0000
Robert J. Stewart,0000-0000-0000-0000
Robert J. Vanderbei,0000-0000-0000-0000
Robert J. Walker,0000-0002-0953-6907
Robert J. Walls,0000-0002-1338-6403
Robert Jenssen,0000-0000-0000-0000
Robert K. Harle,0000-0000-0000-0000
Robert Karam,0000-0000-0000-0000
Robert Kleinberg,0000-0002-8306-3407
Robert Kooima,0000-0000-0000-0000
Robert Kraut,0000-0000-0000-0000
Robert Krauthgamer,0009-0003-8154-3735
Robert Krüger,0000-0002-6468-8356
Robert L. Constable,0000-0000-0000-0000
Robert L. Pastel,0000-0000-0000-0000
Robert Laganière,0000-0000-0000-0000
Robert Lagerström,0000-0000-0000-0000
Robert Legenstein,0000-0002-8724-5507
Robert Lindeman,0000-0000-0000-0000
Robert Lorenz 0001,0000-0000-0000-0000
Robert M. Haralick,0000-0000-0000-0000
Robert M. Hierons,0000-0002-4771-1446
Robert M. Kirby,0000-0001-5712-4141
Robert M. Rioux,0000-0000-0000-0000
Robert Martin Haralick,0000-0000-0000-0000
Robert McCartney,0000-0000-0000-0000
Robert Mercas,0000-0000-0000-0000
Robert Merkel,0000-0000-0000-0000
Robert Michael Kirby,0000-0001-5712-4141
Robert Michael Lewis,0000-0000-0000-0000
Robert Michael Young,0000-0000-0000-0000
Robert Moll,0000-0000-0000-0000
Robert Muller,0000-0000-0000-0000
Robert Mullins,0000-0000-0000-0000
Robert N. M. Watson,0000-0001-8139-8783
Robert N. Moll,0000-0000-0000-0000
Robert Nicholas Maxwell Watson,0000-0000-0000-0000
Robert Nowak 0001,0000-0000-0000-0000
Robert P. Burton,0000-0000-0000-0000
Robert P. Dick,0000-0001-5428-9530
Robert Pastel,0000-0000-0000-0000
Robert Patro,0000-0000-0000-0000
Robert Platt 0001,0009-0001-2033-3473
Robert Platt Jr. 0001,0000-0000-0000-0000
Robert Pless,0000-0000-0000-0000
Robert Powell,0000-0001-8428-0537
Robert R. Kessler,0000-0000-0000-0000
Robert Rand 0001,0000-0001-6842-5505
Robert Rinker,0000-0000-0000-0000
Robert Robere,0000-0002-6065-6023
Robert Rönngren,0000-0000-0000-0000
Robert S. Balog,0000-0000-0000-0000
Robert S. Boyer,0000-0000-0000-0000
Robert Sablatnig,0000-0000-0000-0000
Robert Sabourin,0000-0000-0000-0000
Robert Sedgewick,0000-0000-0000-0000
Robert Seiringer,0000-0000-0000-0000
Robert Shan,0000-0000-0000-0000
Robert Sheehan,0000-0000-0000-0000
Robert Signorile,0000-0000-0000-0000
Robert Simon,0000-0000-0000-0000
Robert Soden,0000-0003-2657-0485
Robert Soulé,0000-0002-2825-6660
Robert St. Amant,0000-0000-0000-0000
